,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,-9.060684147411918,0.22258312789660165,-0.08356543830192523,3.7606204353499844,0.5442575766938685,-1.293508250941803,0.30340741868124743,0.0
1,-9.33022139375195,0.724277519161024,-0.6931657856164095,0.36730879390731386,0.2122942634170499,-0.21134060853770534,-0.3627284103270404,1.0
2,-9.80309710613607,0.9399991731517475,-1.195356537343774,-1.7049757296003247,0.2748920955166773,-1.209535202229978,0.1805200512482994,0.0
3,-8.66473650992632,5.95927462439982,1.821420473579657,-1.521643711112245,3.1765876449793042,-0.3893313499031987,0.47144714350312467,0.0
4,2.2561921039947253,-4.12563252832161,3.13505508038158,10.86795962816692,0.5403170217996598,3.6983479802406922,-1.1087300213358444,1.0
5,-9.181713837696178,1.6424981606405533,-1.9624956748868931,-1.0183104070684286,-0.11825334741076321,-0.8726202814382542,-0.2525507102073653,0.0
6,-9.57026171554554,0.5134292112292904,-0.22086866361822002,0.1389677729272983,0.7287888698792974,-0.08044531867948541,-0.544403540180952,1.0
7,-8.620377326251441,-0.18382066583165427,0.5396983184704469,5.918097909433778,0.4303076022629906,-0.6389208699898442,0.4188468724709301,1.0
8,-9.727392650171234,0.9002092711516698,-1.1061186185738345,-1.1266437186864438,0.35849761886914927,-1.2256614831163852,0.42107712585530715,0.0
9,-0.06992127731473026,-3.3763873884712563,2.1956979345927574,2.0401939155167508,0.8757550650611915,-1.1685546251013066,0.5506846592803032,1.0
10,-9.508132823182025,0.6970447663588667,-0.8621420716576336,-0.0013093464780432344,0.24849487598641062,-0.6991315813911463,0.4181125100787286,1.0
11,-9.58053089716273,1.2022215042274893,-1.2524239941950266,-1.654229956372152,0.05484999364754275,1.1606793150406778,-0.8044611126284101,0.0
12,-0.27496683314997916,-2.5775190338430094,1.904933353723396,-1.8449547872511227,-0.6356288100183946,1.6853681077684153,0.14429476621275614,1.0
13,-8.925911216575388,1.9192109803825326,-2.346743109676441,-1.300965933310587,0.4955537872042641,6.3758222475945425,-7.157025396115202,0.0
14,12.8542380336108,-3.3660470776506823,-0.5325164719171374,-2.9654441339446267,-0.7859619350015528,1.145676496485334,0.5822198999624102,1.0
15,-9.354414092157732,1.8113761780928255,-1.4003176393656405,-2.0143675443981026,-0.7921140533018767,-0.2000150491438297,0.19166414391040748,0.0
16,-9.716288261416594,0.9008113043012596,-1.1010457942477543,-1.763786456624129,0.2332915407812251,-1.2816462296472275,0.24661251916592258,0.0
17,-9.743259526207467,0.8631764608083509,-0.9816202413517884,-1.5143337717602066,0.29268610378822074,-1.0610686156840927,0.23110708697881915,0.0
18,0.1255808774286776,-2.605612125363654,0.4999169485204262,-1.690227778196329,-0.49251968854690364,2.204020131289519,5.252312781189032,1.0
19,-9.745990460572113,0.9410000981944576,-1.085231548807038,-1.2791344942702945,0.40472276593797346,-1.4843720450136855,0.4327192029872159,0.0
20,-0.36813151522878745,-2.900461371281069,1.7312394172128331,4.32423144559037,0.4596704495404676,-0.32270397867734163,0.9240423638148527,1.0
21,-9.773815627603042,0.8723736264680617,-1.1165262276393317,-1.6141359193691907,0.18787858365859686,-1.2638835299840658,0.17417207425521977,0.0
22,-9.717390006184917,0.9102185895814687,-1.0948033389308325,-1.616216774076847,0.24215689381183356,-1.3531254371520438,0.19985834383070222,0.0
23,50.322696118193974,28.717070608989783,0.44413012331522594,2.7501818516083216,12.48352140799028,-0.18563580447057898,0.7403204738672208,1.0
